Wall time,Step,Value
1638962428.2095942,0,0.4802631437778473
1638962465.4846766,1,0.5241228342056274
1638962502.5323083,2,0.5328947305679321
1638962538.9901402,3,0.6447368264198303
1638962575.0622265,4,0.6469298005104065
1638962611.027483,5,0.6929824352264404
1638962646.9432724,6,0.6820175647735596
1638962682.861808,7,0.7280701994895935
1638962719.7737021,8,0.6798245906829834
1638962756.571925,9,0.6644737124443054
1638962792.8682168,10,0.6929824352264404
1638962828.9224455,11,0.75
1638962865.0569434,12,0.7324561476707458
1638962900.9917977,13,0.6447368264198303
1638962936.9972596,14,0.7171052694320679
1638962972.9693184,15,0.6798245906829834
1638963008.865294,16,0.6929824352264404
1638963044.8742802,17,0.7214912176132202
1638963082.1482682,18,0.5701754093170166
1638963119.081155,19,0.6907894611358643
1638963155.6741877,20,0.7149122953414917
1638963192.214298,21,0.7521929740905762
1638963228.9238138,22,0.7719298005104065
1638963266.011682,23,0.7543859481811523
1638963302.9476197,24,0.7938596606254578
1638963339.463278,25,0.7719298005104065
1638963376.4667618,26,0.7916666865348816
1638963414.5054677,27,0.7916666865348816
1638963451.8999524,28,0.765350878238678
1638963489.1463802,29,0.7916666865348816
1638963526.506729,30,0.734649121761322
1638963563.8916512,31,0.7763158082962036
1638963601.202438,32,0.8135964870452881
1638963638.5766325,33,0.8048245906829834
1638963675.3576386,34,0.8004385828971863
1638963711.8152428,35,0.7828947305679321
1638963748.3580983,36,0.7828947305679321
1638963785.389515,37,0.8026315569877625
1638963822.3268344,38,0.8092105388641357
1638963859.3932312,39,0.8201754093170166
1638963896.5909595,40,0.8157894611358643
1638963933.5793197,41,0.8114035129547119
1638963970.251283,42,0.7872806787490845
1638964007.081954,43,0.8223684430122375
1638964044.2722504,44,0.8070175647735596
1638964080.2240503,45,0.8092105388641357
1638964115.5079408,46,0.8157894611358643
1638964151.3298006,47,0.7763158082962036
1638964186.836781,48,0.8157894611358643
1638964222.5991926,49,0.8092105388641357
1638964258.2319727,50,0.8267543911933899
1638964294.0458782,51,0.8201754093170166
1638964332.0113811,52,0.8333333134651184
1638964369.8773649,53,0.8399122953414917
1638964407.1965783,54,0.8377193212509155
1638964443.2375593,55,0.8267543911933899
1638964479.7407227,56,0.8377193212509155
1638964516.1780677,57,0.8377193212509155
1638964552.786613,58,0.8486841917037964
1638964589.542558,59,0.8421052694320679
